DOB,Date,Event_Name,Fighter_Name,Height,Location,Method,Passes,Reach,Result,Round,Stance,Strikes,Strikes_Per_Min,Submission_Attempts,TD_Avg,Takedowns,Time,Weight,Weight_Class
"Nov 19, 1986","['\n      December 13, 2014\n    ']",UFC Fight Night: Dos Santos vs Miocic,Ian Entwistle,"5' 5""","['\n\n      Phoenix, Arizona, USA\n    ']",SUB,0,"64""",Ian Entwistle,1,Orthodox,0,0.11,3,0.00,0,1:04,135 lbs.,Bantamweight
"Nov 15, 1982","['\n      December 12, 2014\n    ']",The Ultimate Fighter 20 Finale,Lisa Ellis,"5' 4""","['\n\n      Las Vegas, Nevada, USA\n    ']",Armbar,0,"62""",Felice Herrig,2,,4,1.68,1,4.19,2,3:05,115 lbs.,Women's Strawweight
"Mar 18, 1983","['\n      December 06, 2014\n    ']",UFC 181: Hendricks vs Lawler II,Brendan Schaub,"6' 4""","['\n\n      Las Vegas, Nevada, USA\n    ']",Punches,0,"78""",Travis Browne,1,Orthodox,5,2.92,0,2.32,1,4:50,245 lbs.,Heavyweight
"Jan 02, 1979","['\n      December 20, 2014\n    ']",UFC Fight Night: Machida vs Dollaway,Igor Pokrajac,"6' 0""","['\n\n      Barueri, Sao Paulo, Brazil\n    ']",Punches,0,"76""",Marcos Rogerio de Lima,1,Orthodox,3,2.25,0,0.87,0,1:59,205 lbs.,Light Heavyweight
"Dec 13, 1980","['\n      December 13, 2014\n    ']",UFC Fight Night: Dos Santos vs Miocic,Garett Whiteley,"6' 0""","['\n\n      Phoenix, Arizona, USA\n    ']",,0,"72""",David Michaud,3,Orthodox,75,3.72,0,0.00,0,5:00,155 lbs.,Lightweight
"Jan 07, 1987","['\n      December 06, 2014\n    ']",UFC 181: Hendricks vs Lawler II,Matt Hobar,"5' 10""","['\n\n      Las Vegas, Nevada, USA\n    ']",,2,"70""",Sergio Pettis,3,Southpaw,36,3.23,0,3.66,2,5:00,135 lbs.,Bantamweight
"Oct 12, 1984","['\n      December 13, 2014\n    ']",UFC Fight Night: Dos Santos vs Miocic,Jamie Varner,"5' 8""","['\n\n      Phoenix, Arizona, USA\n    ']",Rear Naked Choke,0,"72""",Drew Dober,1,Orthodox,4,2.92,0,3.49,0,1:52,155 lbs.,Lightweight
"May 21, 1989","['\n      December 13, 2014\n    ']",UFC Fight Night: Dos Santos vs Miocic,Dustin Kimura,"5' 7""","['\n\n      Phoenix, Arizona, USA\n    ']",,0,"71""",Henry Cejudo,3,Orthodox,25,1.33,0,0.93,0,5:00,135 lbs.,Bantamweight
"Dec 04, 1989","['\n      December 20, 2014\n    ']",UFC Fight Night: Machida vs Dollaway,Mike Rhodes,"6' 1""","['\n\n      Barueri, Sao Paulo, Brazil\n    ']",Arm Triangle,0,"74""",Erick Silva,1,Orthodox,2,3.20,0,0.96,0,1:15,170 lbs.,Welterweight
"Mar 28, 1985","['\n      December 13, 2014\n    ']",UFC Fight Night: Dos Santos vs Miocic,Joe Ellenberger,"5' 9""","['\n\n      Phoenix, Arizona, USA\n    ']",Punches,0,"72""",Bryan Barberena,3,Orthodox,24,1.62,0,3.17,3,3:24,155 lbs.,Lightweight
"Jun 12, 1986","['\n      January 18, 2015\n    ']",UFC Fight Night: McGregor vs Siver,Matt Van Buren,"6' 5""","['\n\n      Boston, Massachusetts, USA\n    ']",Punches,0,"76""",Sean O'Connell,3,,100,7.73,0,0.00,0,2:11,205 lbs.,Light Heavyweight
"Jul 21, 1988","['\n      December 20, 2014\n    ']",UFC Fight Night: Machida vs Dollaway,Antonio Dos Santos,"5' 10""","['\n\n      Barueri, Sao Paulo, Brazil\n    ']",,1,"72""",Daniel Sarafian,2,Orthodox,37,5.40,0,0.00,0,1:01,185 lbs.,Middleweight
"Sep 22, 1986","['\n      December 20, 2014\n    ']",UFC Fight Night: Machida vs Dollaway,Elias Silverio,"5' 11""","['\n\n      Barueri, Sao Paulo, Brazil\n    ']",Punches,0,"73""",Rashid Magomedov,3,Orthodox,56,3.67,0,1.62,0,4:57,155 lbs.,Lightweight
"Jan 13, 1979","['\n      January 18, 2015\n    ']",UFC Fight Night: McGregor vs Siver,Dennis Siver,"5' 6""","['\n\n      Boston, Massachusetts, USA\n    ']",Punch,0,"70""",Conor McGregor,2,Orthodox,32,3.87,0,0.87,0,1:54,145 lbs.,Featherweight
"Oct 06, 1989","['\n      January 18, 2015\n    ']",UFC Fight Night: McGregor vs Siver,Sean Soriano,"5' 9""","['\n\n      Boston, Massachusetts, USA\n    ']",D'Arce Choke,0,"70""",Charles Rosa,3,Orthodox,69,3.15,0,1.27,3,4:43,145 lbs.,Featherweight
"Feb 03, 1980","['\n      January 03, 2015\n    ']",UFC 182: Jones vs Cormier,Rodrigo Damm,"5' 7""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"71""",Evan Dunham,3,Orthodox,47,3.50,0,0.44,0,5:00,155 lbs.,Lightweight
"Nov 28, 1983","['\n      January 18, 2015\n    ']",UFC Fight Night: McGregor vs Siver,Shane Howell,"5' 8""","['\n\n      Boston, Massachusetts, USA\n    ']",,0,"69""",Paddy Holohan,3,Orthodox,22,1.27,0,0.00,0,5:00,125 lbs.,Flyweight
"Aug 28, 1984","['\n      January 03, 2015\n    ']",UFC 182: Jones vs Cormier,Louis Gaudinot,"5' 3""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"63""",Kyoji Horiguchi,3,Orthodox,23,2.34,2,0.57,0,5:00,125 lbs.,Flyweight
"Apr 06, 1985","['\n      January 03, 2015\n    ']",UFC 182: Jones vs Cormier,Marcus Brimage,"5' 4""","['\n\n      Las Vegas, Nevada, USA\n    ']",Punches,0,"71""",Cody Garbrandt,3,Southpaw,43,3.97,0,0.56,0,4:50,135 lbs.,Bantamweight
"Mar 31, 1984","['\n      January 31, 2015\n    ']",UFC 183: Silva vs Diaz,Richardson Moreira,"6' 2""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"72""",Ildemar Alcantara,3,Orthodox,15,1.17,0,0.00,0,5:00,185 lbs.,Middleweight
"Jul 13, 1982","['\n      January 31, 2015\n    ']",UFC 183: Silva vs Diaz,Tom Watson,"6' 1""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"73""",Rafael Natal,3,Orthodox,29,4.01,0,0.15,0,5:00,185 lbs.,Middleweight
"May 07, 1984","['\n      January 31, 2015\n    ']",UFC 183: Silva vs Diaz,Ian McCall,"5' 5""","['\n\n      Las Vegas, Nevada, USA\n    ']",,1,"64""",John Lineker,3,Orthodox,40,3.59,0,2.08,1,5:00,125 lbs.,Flyweight
"Jul 30, 1987","['\n      January 24, 2015\n    ']",UFC Fight Night: Gustafsson vs Johnson,Anthony Christodoulou,"5' 9""","['\n\n      Stockholm, Sweden\n    ']",Punches,0,"72""",Mairbek Taisumov,2,Orthodox,9,2.19,0,0.00,0,0:38,155 lbs.,Lightweight
"Aug 02, 1983","['\n      January 31, 2015\n    ']",UFC 183: Silva vs Diaz,Nick Diaz,"6' 1""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"76""",Anderson Silva,5,Southpaw,77,5.43,0,1.32,0,5:00,185 lbs.,Middleweight
"Dec 09, 1981","['\n      January 24, 2015\n    ']",UFC Fight Night: Gustafsson vs Johnson,Stanislav Nedkov,"5' 11""","['\n\n      Stockholm, Sweden\n    ']",Guillotine Choke,0,"71""",Nikita Krylov,1,Orthodox,4,3.33,0,2.77,0,1:24,205 lbs.,Light Heavyweight
"Feb 16, 1989","['\n      January 24, 2015\n    ']",UFC Fight Night: Gustafsson vs Johnson,Andy Ogle,"5' 8""","['\n\n      Stockholm, Sweden\n    ']",Punches,0,"69""",Makwan Amirkhani,1,Orthodox,0,2.24,0,1.44,0,0:08,145 lbs.,Featherweight
"Aug 27, 1982","['\n      January 24, 2015\n    ']",UFC Fight Night: Gustafsson vs Johnson,Akira Corassani,"5' 8""","['\n\n      Stockholm, Sweden\n    ']",Punch,0,"68""",Sam Sicilia,1,Orthodox,10,3.25,0,0.70,0,3:26,145 lbs.,Featherweight
"Sep 25, 1984","['\n      January 24, 2015\n    ']",UFC Fight Night: Gustafsson vs Johnson,Phil Davis,"6' 2""","['\n\n      Stockholm, Sweden\n    ']",,0,"79""",Ryan Bader,3,Orthodox,35,2.85,0,2.99,0,5:00,205 lbs.,Light Heavyweight
"Nov 28, 1988","['\n      February 14, 2015\n    ']",UFC Fight Night: Henderson vs Thatch,Patrick Walsh,"5' 11""","['\n\n      Broomfield, Colorado, USA\n    ']",,1,"71""",Daniel Kelly,3,,50,2.03,0,3.00,1,5:00,185 lbs.,Middleweight
"May 01, 1981","['\n      February 14, 2015\n    ']",UFC Fight Night: Henderson vs Thatch,Kiichi Kunimoto,"5' 10""","['\n\n      Broomfield, Colorado, USA\n    ']",Rear Naked Choke,1,"71""",Neil Magny,3,Orthodox,10,1.87,0,1.59,1,1:22,170 lbs.,Welterweight
"Nov 07, 1980","['\n      February 22, 2015\n    ']",UFC Fight Night: Bigfoot vs Mir,Ivan Jorge,"5' 9""","['\n\n      Porto Alegre, Rio Grande do Sul, Brazil\n    ']",U-DEC,4,"73""",Ivan Jorge,3,Orthodox,25,3.41,1,1.56,3,5:00,155 lbs.,Lightweight
"Sep 11, 1987","['\n      February 22, 2015\n    ']",UFC Fight Night: Bigfoot vs Mir,Cody Gibson,"5' 10""","['\n\n      Porto Alegre, Rio Grande do Sul, Brazil\n    ']",,0,"71""",Douglas Silva de Andrade,3,Orthodox,30,2.47,0,1.85,0,5:00,135 lbs.,Bantamweight
"Jul 01, 1991","['\n      February 22, 2015\n    ']",UFC Fight Night: Bigfoot vs Mir,William Patolino,"5' 11""","['\n\n      Porto Alegre, Rio Grande do Sul, Brazil\n    ']",Punch,0,"75""",Matt Dwyer,1,Orthodox,8,4.92,0,1.85,0,3:14,170 lbs.,Welterweight
"Aug 15, 1985","['\n      February 28, 2015\n    ']",UFC 184: Rousey vs Zingano,Valmir Lazaro,"6' 0""","['\n\n      Los Angeles, California, USA\n    ']",S-DEC,0,"73""",Valmir Lazaro,3,Orthodox,87,4.87,0,1.33,0,5:00,155 lbs.,Lightweight
"Feb 23, 1978","['\n      February 28, 2015\n    ']",UFC 184: Rousey vs Zingano,Ruan Potts,"6' 2""","['\n\n      Los Angeles, California, USA\n    ']",Punches,1,"75""",Derrick Lewis,2,Orthodox,7,0.85,1,0.75,1,3:18,247 lbs.,Heavyweight
"Mar 15, 1977","['\n      February 28, 2015\n    ']",UFC 184: Rousey vs Zingano,Norifumi Yamamoto,"5' 4""","['\n\n      Los Angeles, California, USA\n    ']",,0,"66""",Roman Salazar,2,Southpaw,19,2.09,0,0.41,0,2:37,135 lbs.,Bantamweight
"Feb 21, 1988","['\n      February 28, 2015\n    ']",UFC 184: Rousey vs Zingano,Roman Salazar,"5' 7""","['\n\n      Los Angeles, California, USA\n    ']",CNC,0,"67""",Roman Salazar,2,Orthodox,16,1.95,0,1.77,1,2:37,135 lbs.,Bantamweight
"Feb 09, 1978","['\n      February 28, 2015\n    ']",UFC 184: Rousey vs Zingano,Mark Munoz,"6' 0""","['\n\n      Los Angeles, California, USA\n    ']",Rear Naked Choke,0,"72""",Roan Carneiro,1,Orthodox,0,3.12,0,3.17,0,1:40,185 lbs.,Middleweight
"Jun 21, 1986","['\n      March 14, 2015\n    ']",UFC 185: Pettis vs Dos Anjos,Jake Lindsey,"5' 11""","['\n\n      Dallas, Texas, USA\n    ']",Punch,0,"71""",Joe Duffy,1,Switch,6,3.44,0,0.65,0,1:47,155 lbs.,Lightweight
"Oct 20, 1982","['\n      March 14, 2015\n    ']",UFC 185: Pettis vs Dos Anjos,Josh Copeland,"6' 1""","['\n\n      Dallas, Texas, USA\n    ']",Punches,0,"75""",Jared Rosholt,3,Orthodox,9,1.03,0,0.00,0,3:12,265 lbs.,Heavyweight
"Sep 09, 1983","['\n      March 14, 2015\n    ']",UFC 185: Pettis vs Dos Anjos,Roger Narvaez,"6' 3""","['\n\n      Dallas, Texas, USA\n    ']",Punches,0,"79""",Elias Theodorou,2,Southpaw,16,2.12,0,0.00,0,4:07,185 lbs.,Middleweight
"Apr 23, 1984","['\n      March 14, 2015\n    ']",UFC 185: Pettis vs Dos Anjos,Sam Stout,"5' 9""","['\n\n      Dallas, Texas, USA\n    ']",Punch,0,"70""",Ross Pearson,2,Orthodox,23,4.17,0,0.63,0,1:33,155 lbs.,Lightweight
"Jan 22, 1980","['\n      March 21, 2015\n    ']",UFC Fight Night: Maia vs LaFlare,Jorge de Oliveira,"5' 8""","['\n\n      Rio de Janeiro, Brazil\n    ']",Rear Naked Choke,0,"71""",Christos Giagos,1,Orthodox,0,1.26,0,0.00,0,3:12,155 lbs.,Lightweight
"Jul 22, 1986","['\n      March 21, 2015\n    ']",UFC Fight Night: Maia vs LaFlare,Cain Carrizosa,"5' 8""","['\n\n      Rio de Janeiro, Brazil\n    ']",,0,"74""",Leonardo Mafra,3,Orthodox,44,2.72,0,0.00,0,5:00,155 lbs.,Lightweight
"Apr 25, 1989","['\n      March 21, 2015\n    ']",UFC Fight Night: Maia vs LaFlare,Leonardo Mafra,"5' 10""","['\n\n      Rio de Janeiro, Brazil\n    ']",U-DEC,9,"70""",Leonardo Mafra,3,Orthodox,94,4.55,0,2.12,5,5:00,155 lbs.,Lightweight
"Aug 08, 1980","['\n      March 21, 2015\n    ']",UFC Fight Night: Maia vs LaFlare,Shayna Baszler,"5' 7""","['\n\n      Rio de Janeiro, Brazil\n    ']",Kick,0,"67""",Amanda Nunes,1,Orthodox,1,2.49,0,0.67,0,1:56,135 lbs.,Women's Bantamweight
"Mar 14, 1986","['\n      April 04, 2015\n    ']",UFC Fight Night: Mendes vs Lamas,Robert Peralta,"5' 8""","['\n\n      Fairfax, Virginia, USA\n    ']",,0,"71""",Clay Guida,3,Orthodox,24,3.76,0,0.59,0,5:00,145 lbs.,Featherweight
"Nov 30, 1977","['\n      March 21, 2015\n    ']",UFC Fight Night: Maia vs LaFlare,Josh Koscheck,"5' 10""","['\n\n      Rio de Janeiro, Brazil\n    ']",Guillotine Choke,0,"73""",Erick Silva,1,Orthodox,4,1.79,0,2.46,0,4:21,170 lbs.,Welterweight
"Oct 10, 1989","['\n      April 11, 2015\n    ']",UFC Fight Night: Gonzaga vs Cro Cop 2,Marcin Bandel,"5' 10""","['\n\n      Krakow, Poland\n    ']",Punches,0,"70""",Stevie Ray,2,Orthodox,3,0.79,0,0.00,0,1:35,155 lbs.,Lightweight
"Jul 11, 1991","['\n      April 11, 2015\n    ']",UFC Fight Night: Gonzaga vs Cro Cop 2,Izabela Badurek,"5' 5""","['\n\n      Krakow, Poland\n    ']",Guillotine Choke,0,--,Alexandra Albu,2,Orthodox,32,3.74,0,1.75,1,3:34,115 lbs.,Women's Strawweight
"Oct 26, 1981","['\n      April 11, 2015\n    ']",UFC Fight Night: Gonzaga vs Cro Cop 2,Seth Baczynski,"6' 3""","['\n\n      Krakow, Poland\n    ']",Punch,0,"74""",Leon Edwards,1,Orthodox,0,3.08,0,0.89,0,0:08,170 lbs.,Welterweight
"Feb 08, 1989","['\n      April 11, 2015\n    ']",UFC Fight Night: Gonzaga vs Cro Cop 2,Pawel Pawlak,"6' 0""","['\n\n      Krakow, Poland\n    ']",U-DEC,5,"73""",Pawel Pawlak,3,Orthodox,30,1.67,0,1.00,3,5:00,170 lbs.,Welterweight
"Jun 09, 1987","['\n      April 18, 2015\n    ']",UFC Fight Night: Machida vs Rockhold,Jimy Hettes,"5' 9""","['\n\n      Newark, New Jersey, USA\n    ']",,0,"71""",Diego Brandao,1,Southpaw,11,3.47,0,5.20,1,5:00,145 lbs.,Featherweight
"Sep 10, 1974","['\n      April 11, 2015\n    ']",UFC Fight Night: Gonzaga vs Cro Cop 2,Mirko Cro Cop,"6' 2""","['\n\n      Krakow, Poland\n    ']",KO/TKO,0,"73""",Mirko Cro Cop,3,Southpaw,21,2.11,0,0.19,0,3:30,230 lbs.,Heavyweight
"Feb 09, 1976","['\n      April 25, 2015\n    ']",UFC 186: Johnson vs Horiguchi,Chris Clements,"5' 10""","['\n\n      Montreal, Quebec, Canada\n    ']",,0,"70""",Nordine Taleb,3,Orthodox,17,3.20,1,0.00,0,5:00,170 lbs.,Welterweight
"Nov 10, 1988","['\n      April 25, 2015\n    ']",UFC 186: Johnson vs Horiguchi,David Michaud,"5' 9""","['\n\n      Montreal, Quebec, Canada\n    ']",Rear Naked Choke,0,"72""",Olivier Aubin-Mercier,3,Orthodox,17,3.25,0,2.53,0,1:35,155 lbs.,Lightweight
"May 30, 1979","['\n      April 25, 2015\n    ']",UFC 186: Johnson vs Horiguchi,Yves Jabouin,"5' 7""","['\n\n      Montreal, Quebec, Canada\n    ']",Punches,0,"68""",Thomas Almeida,1,Orthodox,20,3.06,0,1.94,1,4:18,135 lbs.,Bantamweight
"Jun 20, 1978","['\n      April 25, 2015\n    ']",UFC 186: Johnson vs Horiguchi,Rampage Jackson,"6' 1""","['\n\n      Montreal, Quebec, Canada\n    ']",U-DEC,0,"73""",Rampage Jackson,3,Orthodox,99,3.25,0,1.52,0,5:00,205 lbs.,Catch Weight
"Nov 03, 1984","['\n      November 15, 2014\n    ']",UFC 180: Werdum vs Hunt,Humberto Brown,"5' 10""","['\n\n      Mexico City, Distrito Federal, Mexico\n    ']",Guillotine Choke,1,"71""",Gabriel Benitez,3,,18,1.71,0,1.43,1,0:30,145 lbs.,Featherweight
"Apr 23, 1989","['\n      November 22, 2014\n    ']",UFC Fight Night: Edgar vs Swanson,Juan Puig,"5' 9""","['\n\n      Austin, Texas, USA\n    ']",Punch,0,"72""",Dooho Choi,1,Orthodox,0,4.91,0,0.00,0,0:18,145 lbs.,Featherweight
"Apr 17, 1986","['\n      November 07, 2014\n    ']",UFC Fight Night: Rockhold vs Bisping,Jumabieke Tuerxun,"5' 7""","['\n\n      Sydney, New South Wales, Australia\n    ']",Kick,0,"67""",Marcus Brimage,1,Orthodox,6,1.60,0,0.47,0,2:58,135 lbs.,Bantamweight
"Feb 07, 1987","['\n      November 08, 2014\n    ']",UFC Fight Night 56: Shogun vs Saint Preux,Wagner Silva,"6' 0""","['\n\n      Uberlandia, Minas Gerais, Brazil\n    ']",Rear Naked Choke,0,"71""",Colby Covington,3,Orthodox,16,1.69,0,0.00,0,3:26,170 lbs.,Welterweight
"Mar 01, 1980","['\n      October 04, 2014\n    ']",UFC Fight Night: MacDonald vs Saffiedine,Anthony Njokuani,"6' 1""","['\n\n      Halifax, Nova Scotia, Canada\n    ']",,0,"75""",Daron Cruickshank,3,Orthodox,40,3.94,0,0.50,0,5:00,155 lbs.,Lightweight
"Sep 30, 1976","['\n      November 22, 2014\n    ']",UFC Fight Night: Edgar vs Swanson,Yves Edwards,"5' 9""","['\n\n      Austin, Texas, USA\n    ']",Armbar,0,"73""",Akbarh Arreola,1,Southpaw,5,2.91,0,0.76,0,1:52,155 lbs.,Lightweight
"Nov 27, 1980","['\n      September 27, 2014\n    ']",UFC 178: Johnson vs Cariaso,Brian Ebersole,"6' 0""","['\n\n      Las Vegas, Nevada, USA\n    ']",S-DEC,2,"73""",Brian Ebersole,3,Southpaw,49,2.32,0,1.70,1,5:00,170 lbs.,Welterweight
"Apr 01, 1988","['\n      August 30, 2014\n    ']",UFC 177: Dillashaw vs Soto,Ramsey Nijem,"5' 11""","['\n\n      Sacramento, California, USA\n    ']",Punch,1,"75""",Diego Ferreira,2,Orthodox,18,3.05,0,5.32,2,1:53,155 lbs.,Lightweight
"Mar 04, 1987","['\n      September 20, 2014\n    ']",UFC Fight Night: Hunt vs Nelson,Kazuki Tokudome,"5' 11""","['\n\n      Saitama, Japan\n    ']",Guillotine Choke,1,"73""",Johnny Case,2,Southpaw,12,2.26,0,2.00,1,2:34,155 lbs.,Lightweight
"Nov 15, 1986","['\n      August 23, 2014\n    ']",UFC Fight Night: Bisping vs Le,Royston Wee,"5' 7""","['\n\n      Macau, China\n    ']",S-DEC,4,"67""",Royston Wee,3,Orthodox,18,1.10,0,3.38,3,5:00,135 lbs.,Bantamweight
"Jun 27, 1983","['\n      October 04, 2014\n    ']",UFC Fight Night: Nelson vs Story,Ernest Chavez,"5' 8""","['\n\n      Stockholm, Sweden\n    ']",Punches,0,"70""",Zubaira Tukhugov,1,Orthodox,12,2.79,0,0.89,0,4:21,145 lbs.,Featherweight
"Feb 15, 1987","['\n      July 26, 2014\n    ']",UFC on Fox: Lawler vs Brown,Steven Siler,"5' 11""","['\n\n      San Jose, California, USA\n    ']",,2,"70""",Noad Lahat,3,Orthodox,35,3.21,0,0.47,0,5:00,145 lbs.,Featherweight
"Jan 06, 1983","['\n      September 13, 2014\n    ']",UFC Fight Night: Silva vs Arlovski,Johnny Bedford,"5' 10""","['\n\n      Brasilia, Distrito Federal, Brazil\n    ']",Kimura,3,"71""",Rani Yahya,2,Orthodox,9,4.53,0,1.83,0,2:04,135 lbs.,Bantamweight
"Oct 11, 1981","['\n      August 23, 2014\n    ']",UFC Fight Night: Henderson vs Dos Anjos,Francis Carmont,"6' 3""","['\n\n      Tulsa, Oklahoma, USA\n    ']",Punch,0,"78""",Thales Leites,2,Orthodox,18,2.22,0,1.79,0,0:20,205 lbs.,Middleweight
"Apr 04, 1991","['\n      August 23, 2014\n    ']",UFC Fight Night: Bisping vs Le,An Ying Wang,"6' 0""","['\n\n      Macau, China\n    ']",Punches,0,--,Colby Covington,1,Orthodox,0,1.32,0,0.00,0,4:50,170 lbs.,Welterweight
"Apr 14, 1981","['\n      August 16, 2014\n    ']",UFC Fight Night: Bader vs Saint Preux,Jack May,"6' 8""","['\n\n      Bangor, Maine, USA\n    ']",Punches,0,"79""",Shawn Jordan,3,Switch,20,1.52,0,0.91,0,2:03,255 lbs.,Heavyweight
"Aug 05, 1989","['\n      August 23, 2014\n    ']",UFC Fight Night: Henderson vs Dos Anjos,Aaron Phillips,"5' 9""","['\n\n      Tulsa, Oklahoma, USA\n    ']",,0,"70""",Matt Hobar,3,Southpaw,38,1.87,0,0.00,0,5:00,135 lbs.,Bantamweight
"May 17, 1988","['\n      August 16, 2014\n    ']",UFC Fight Night: Bader vs Saint Preux,Nolan Ticman,"5' 6""","['\n\n      Bangor, Maine, USA\n    ']",,0,"69""",Frankie Saenz,3,Orthodox,25,2.57,0,0.00,0,5:00,125 lbs.,Bantamweight
"Aug 04, 1983","['\n      July 19, 2014\n    ']",UFC Fight Night: McGregor vs Brandao,Mike King,"6' 3""","['\n\n      Dublin, Leinster, Ireland\n    ']",Rear Naked Choke,3,"75""",Cathal Pendred,2,,38,4.44,2,1.75,1,3:33,185 lbs.,Middleweight
"Jul 24, 1984","['\n      July 19, 2014\n    ']",UFC Fight Night: McGregor vs Brandao,Joshua Sampo,"5' 4""","['\n\n      Dublin, Leinster, Ireland\n    ']",Rear Naked Choke,0,"64""",Paddy Holohan,1,Orthodox,3,1.99,1,1.06,0,3:06,125 lbs.,Flyweight
"Sep 04, 1983","['\n      July 19, 2014\n    ']",UFC Fight Night: McGregor vs Brandao,Phil Harris,"5' 4""","['\n\n      Dublin, Leinster, Ireland\n    ']",,0,"64""",Neil Seery,3,Orthodox,40,2.34,0,1.76,2,5:00,125 lbs.,Flyweight
"Feb 20, 1981","['\n      July 19, 2014\n    ']",UFC Fight Night: McGregor vs Brandao,Cody Donovan,"6' 3""","['\n\n      Dublin, Leinster, Ireland\n    ']",Punches,2,"74""",Nikita Krylov,1,Orthodox,21,5.61,2,1.67,1,4:57,205 lbs.,Light Heavyweight
"Mar 22, 1982","['\n      July 26, 2014\n    ']",UFC on Fox: Lawler vs Brown,Kyle Kingsbury,"6' 4""","['\n\n      San Jose, California, USA\n    ']",,0,"76""",Patrick Cummins,3,Orthodox,22,2.97,0,2.64,0,5:00,205 lbs.,Light Heavyweight
"May 24, 1985","['\n      July 26, 2014\n    ']",UFC on Fox: Lawler vs Brown,Hernani Perpetuo,"6' 0""","['\n\n      San Jose, California, USA\n    ']",,0,"74""",Tim Means,3,Orthodox,61,2.73,0,0.00,0,5:00,170 lbs.,Welterweight
"Jan 14, 1986","['\n      August 23, 2014\n    ']",UFC Fight Night: Bisping vs Le,Sai Wang,"6' 0""","['\n\n      Macau, China\n    ']",U-DEC,0,"72""",Sai Wang,3,Southpaw,64,3.17,0,0.00,0,5:00,170 lbs.,Welterweight
"Dec 18, 1983","['\n      August 23, 2014\n    ']",UFC Fight Night: Bisping vs Le,Roland Delorme,"5' 9""","['\n\n      Macau, China\n    ']",Rear Naked Choke,0,"71""",Ulka Sasaki,1,Orthodox,1,2.28,0,2.51,0,1:06,135 lbs.,Bantamweight
"May 25, 1972","['\n      August 23, 2014\n    ']",UFC Fight Night: Bisping vs Le,Cung Le,"5' 9""","['\n\n      Macau, China\n    ']",Knee,0,"69""",Michael Bisping,4,Southpaw,38,4.36,0,1.37,0,0:57,185 lbs.,Middleweight
"Aug 08, 1986","['\n      August 23, 2014\n    ']",UFC Fight Night: Bisping vs Le,Danny Mitchell,"6' 2""","['\n\n      Macau, China\n    ']",,0,"74""",Sai Wang,3,Orthodox,58,2.53,1,0.00,0,5:00,170 lbs.,Welterweight
"Jan 25, 1988","['\n      September 13, 2014\n    ']",UFC Fight Night: Silva vs Arlovski,Dashon Johnson,"5' 7""","['\n\n      Brasilia, Distrito Federal, Brazil\n    ']",Armbar,0,"70""",Godofredo Pepey,1,Orthodox,7,1.01,0,0.85,1,4:29,145 lbs.,Featherweight
"Nov 27, 1988","['\n      August 23, 2014\n    ']",UFC Fight Night: Bisping vs Le,Jianping Yang,"5' 7""","['\n\n      Macau, China\n    ']",,1,"65""",Ning Guangyou,3,Orthodox,21,1.40,0,1.00,1,5:00,145 lbs.,Featherweight
"Jan 25, 1983","['\n      October 04, 2014\n    ']",UFC Fight Night: Nelson vs Story,Tor Troeng,"6' 2""","['\n\n      Stockholm, Sweden\n    ']",,0,"77""",Krzysztof Jotko,3,Orthodox,15,1.16,0,0.62,0,5:00,185 lbs.,Middleweight
"Jan 25, 1981","['\n      September 13, 2014\n    ']",UFC Fight Night: Silva vs Arlovski,Paulo Thiago,"5' 11""","['\n\n      Brasilia, Distrito Federal, Brazil\n    ']",,0,"73""",Sean Spencer,3,Orthodox,36,1.71,0,1.42,0,5:00,170 lbs.,Welterweight
"Jun 08, 1985","['\n      September 20, 2014\n    ']",UFC Fight Night: Hunt vs Nelson,Takenori Sato,"5' 10""","['\n\n      Saitama, Japan\n    ']",Elbows,0,"71""",Hyun Gyu Lim,1,Southpaw,1,0.46,0,0.00,0,1:18,170 lbs.,Welterweight
"Jun 01, 1983","['\n      September 13, 2014\n    ']",UFC Fight Night: Silva vs Arlovski,Wendell Oliveira,"5' 10""","['\n\n      Brasilia, Distrito Federal, Brazil\n    ']",Punches,0,"72""",Santiago Ponzinibbio,1,Orthodox,8,3.77,0,0.00,0,1:20,170 lbs.,Welterweight
"Jul 17, 1987","['\n      October 04, 2014\n    ']",UFC Fight Night: MacDonald vs Saffiedine,Bruno Santos,"5' 9""","['\n\n      Halifax, Nova Scotia, Canada\n    ']",,2,"69""",Elias Theodorou,3,Orthodox,16,1.18,0,3.00,4,5:00,185 lbs.,Middleweight
"Aug 22, 1989","['\n      October 04, 2014\n    ']",UFC Fight Night: Nelson vs Story,Niklas Backstrom,"6' 1""","['\n\n      Stockholm, Sweden\n    ']",Punch,0,"74""",Mike Wilkinson,1,Orthodox,7,1.12,0,2.92,0,1:19,145 lbs.,Featherweight
"Feb 06, 1977","['\n      November 07, 2014\n    ']",UFC Fight Night: Rockhold vs Bisping,Vik Grujic,"5' 11""","['\n\n      Sydney, New South Wales, Australia\n    ']",Knee,1,"73""",Chris Clements,1,Orthodox,7,2.24,0,1.18,1,3:06,170 lbs.,Welterweight
